Date,Time,Device Name,Device Type,Property,Value
12-May-2023,12:56,Fechadura,SMARTLOCK,Lock State,UNLOCKED
12-May-2023,12:56,Fechadura,SMARTLOCK,Lock State,LOCKED
12-May-2023,12:56,Fechadura,SMARTLOCK,Lock State,UNLOCKED
12-May-2023,12:56,Fechadura,SMARTLOCK,Lock State,LOCKED
12-May-2023,13:06,Fechadura,SMARTLOCK,Lock State,UNLOCKED
12-May-2023,13:06,Fechadura,SMARTLOCK,Lock State,LOCKED
12-May-2023,13:11,Fechadura,SMARTLOCK,Lock State,UNLOCKED
12-May-2023,13:11,Fechadura,SMARTLOCK,Lock State,LOCKED
12-May-2023,13:11,Fechadura,SMARTLOCK,Lock State,UNLOCKED
12-May-2023,13:12,Fechadura,SMARTLOCK,Lock State,LOCKED
12-May-2023,13:12,Fechadura,SMARTLOCK,Lock State,UNLOCKED
12-May-2023,13:12,Fechadura,SMARTLOCK,Lock State,LOCKED
12-May-2023,13:12,Fechadura,SMARTLOCK,Lock State,UNLOCKED
12-May-2023,13:13,Fechadura,SMARTLOCK,Lock State,LOCKED
12-May-2023,13:13,Fechadura,SMARTLOCK,Lock State,UNLOCKED
12-May-2023,13:13,Fechadura,SMARTLOCK,Lock State,LOCKED
12-May-2023,13:13,Fechadura,SMARTLOCK,Lock State,UNLOCKED
12-May-2023,13:14,Fechadura,SMARTLOCK,Endpoint Health,OK
12-May-2023,13:19,Fechadura,SMARTLOCK,Lock State,LOCKED
12-May-2023,13:22,Fechadura,SMARTLOCK,Lock State,UNLOCKED
12-May-2023,13:22,Fechadura,SMARTLOCK,Lock State,LOCKED
12-May-2023,14:35,Fechadura,SMARTLOCK,Lock State,LOCKED
12-May-2023,14:35,Fechadura,SMARTLOCK,Lock State,UNLOCKED
12-May-2023,14:35,Fechadura,SMARTLOCK,Lock State,LOCKED
12-May-2023,14:39,Fechadura,SMARTLOCK,Lock State,UNLOCKED
12-May-2023,14:39,Fechadura,SMARTLOCK,Lock State,LOCKED
12-May-2023,15:29,Fechadura,SMARTLOCK,Lock State,LOCKED
12-May-2023,15:30,Fechadura,SMARTLOCK,Lock State,UNLOCKED
12-May-2023,15:30,Fechadura,SMARTLOCK,Lock State,LOCKED
12-May-2023,15:31,Fechadura,SMARTLOCK,Lock State,UNLOCKED
12-May-2023,15:31,Fechadura,SMARTLOCK,Lock State,LOCKED
12-May-2023,15:35,Fechadura,SMARTLOCK,Lock State,UNLOCKED
12-May-2023,15:35,Fechadura,SMARTLOCK,Lock State,LOCKED
12-May-2023,15:38,Fechadura,SMARTLOCK,Lock State,UNLOCKED
12-May-2023,15:38,Fechadura,SMARTLOCK,Lock State,LOCKED
12-May-2023,15:59,Fechadura,SMARTLOCK,Lock State,UNLOCKED
12-May-2023,15:59,Fechadura,SMARTLOCK,Lock State,LOCKED
12-May-2023,16:02,Fechadura,SMARTLOCK,Lock State,UNLOCKED
12-May-2023,16:02,Fechadura,SMARTLOCK,Lock State,LOCKED
12-May-2023,17:01,Fechadura,SMARTLOCK,Lock State,LOCKED
12-May-2023,17:01,Fechadura,SMARTLOCK,Lock State,UNLOCKED
12-May-2023,17:01,Fechadura,SMARTLOCK,Lock State,LOCKED
15-May-2023,12:51,Fechadura,SMARTLOCK,Lock State,UNLOCKED
15-May-2023,13:09,Fechadura,SMARTLOCK,Lock State,LOCKED
15-May-2023,13:16,Fechadura,SMARTLOCK,Lock State,UNLOCKED
15-May-2023,13:16,Fechadura,SMARTLOCK,Lock State,LOCKED
15-May-2023,13:20,Fechadura,SMARTLOCK,Lock State,UNLOCKED
15-May-2023,13:20,Fechadura,SMARTLOCK,Lock State,LOCKED
15-May-2023,13:21,Fechadura,SMARTLOCK,Lock State,UNLOCKED
15-May-2023,13:21,Fechadura,SMARTLOCK,Lock State,LOCKED
15-May-2023,13:57,Fechadura,SMARTLOCK,Lock State,LOCKED
15-May-2023,13:57,Fechadura,SMARTLOCK,Lock State,UNLOCKED
15-May-2023,13:57,Fechadura,SMARTLOCK,Lock State,LOCKED
15-May-2023,14:00,Fechadura,SMARTLOCK,Lock State,UNLOCKED
15-May-2023,14:01,Fechadura,SMARTLOCK,Lock State,LOCKED
15-May-2023,14:01,Fechadura,SMARTLOCK,Lock State,UNLOCKED
15-May-2023,14:35,Fechadura,SMARTLOCK,Lock State,LOCKED
15-May-2023,14:35,Fechadura,SMARTLOCK,Lock State,UNLOCKED
15-May-2023,14:35,Fechadura,SMARTLOCK,Lock State,LOCKED
15-May-2023,14:38,Fechadura,SMARTLOCK,Lock State,UNLOCKED
15-May-2023,14:38,Fechadura,SMARTLOCK,Lock State,LOCKED
15-May-2023,14:42,Fechadura,SMARTLOCK,Lock State,UNLOCKED
15-May-2023,14:42,Fechadura,SMARTLOCK,Lock State,LOCKED
15-May-2023,14:45,Fechadura,SMARTLOCK,Lock State,UNLOCKED
15-May-2023,14:45,Fechadura,SMARTLOCK,Lock State,LOCKED
15-May-2023,14:56,Fechadura,SMARTLOCK,Lock State,UNLOCKED
15-May-2023,14:56,Fechadura,SMARTLOCK,Lock State,LOCKED
15-May-2023,15:05,Fechadura,SMARTLOCK,Lock State,UNLOCKED
15-May-2023,15:05,Fechadura,SMARTLOCK,Lock State,LOCKED
15-May-2023,15:32,Fechadura,SMARTLOCK,Lock State,UNLOCKED
15-May-2023,15:32,Fechadura,SMARTLOCK,Lock State,LOCKED
15-May-2023,15:45,Fechadura,SMARTLOCK,Lock State,UNLOCKED
15-May-2023,15:45,Fechadura,SMARTLOCK,Lock State,LOCKED
15-May-2023,15:59,Fechadura,SMARTLOCK,Lock State,UNLOCKED
15-May-2023,16:04,Fechadura,SMARTLOCK,Lock State,LOCKED
15-May-2023,16:07,Fechadura,SMARTLOCK,Lock State,UNLOCKED
15-May-2023,16:07,Fechadura,SMARTLOCK,Lock State,LOCKED
15-May-2023,16:07,Fechadura,SMARTLOCK,Lock State,UNLOCKED
15-May-2023,16:07,Fechadura,SMARTLOCK,Lock State,LOCKED
15-May-2023,16:30,Fechadura,SMARTLOCK,Lock State,UNLOCKED
15-May-2023,17:18,Fechadura,SMARTLOCK,Lock State,LOCKED
15-May-2023,17:59,Fechadura,SMARTLOCK,Lock State,LOCKED
15-May-2023,17:59,Fechadura,SMARTLOCK,Lock State,UNLOCKED
15-May-2023,17:59,Fechadura,SMARTLOCK,Lock State,LOCKED
16-May-2023,10:26,Fechadura,SMARTLOCK,Lock State,UNLOCKED
16-May-2023,10:27,Fechadura,SMARTLOCK,Lock State,LOCKED
16-May-2023,10:27,Fechadura,SMARTLOCK,Lock State,UNLOCKED
16-May-2023,10:30,Fechadura,SMARTLOCK,Lock State,LOCKED
16-May-2023,11:20,Fechadura,SMARTLOCK,Lock State,LOCKED
16-May-2023,11:45,Fechadura,SMARTLOCK,Lock State,UNLOCKED
16-May-2023,11:45,Fechadura,SMARTLOCK,Lock State,LOCKED
16-May-2023,11:45,Fechadura,SMARTLOCK,Lock State,UNLOCKED
16-May-2023,11:45,Fechadura,SMARTLOCK,Lock State,LOCKED
16-May-2023,15:38,Fechadura,SMARTLOCK,Lock State,UNLOCKED
16-May-2023,15:38,Fechadura,SMARTLOCK,Lock State,LOCKED
16-May-2023,17:32,Fechadura,SMARTLOCK,Lock State,UNLOCKED
16-May-2023,17:33,Fechadura,SMARTLOCK,Lock State,LOCKED
17-May-2023,12:58,Fechadura,SMARTLOCK,Lock State,UNLOCKED
17-May-2023,12:58,Fechadura,SMARTLOCK,Lock State,LOCKED
17-May-2023,15:20,Fechadura,SMARTLOCK,Lock State,UNLOCKED
17-May-2023,15:28,Fechadura,SMARTLOCK,Lock State,LOCKED
17-May-2023,15:30,Fechadura,SMARTLOCK,Lock State,UNLOCKED
17-May-2023,15:31,Fechadura,SMARTLOCK,Lock State,LOCKED
17-May-2023,16:42,Fechadura,SMARTLOCK,Lock State,UNLOCKED
17-May-2023,16:44,Fechadura,SMARTLOCK,Lock State,LOCKED
17-May-2023,17:19,Fechadura,SMARTLOCK,Lock State,UNLOCKED
17-May-2023,17:19,Fechadura,SMARTLOCK,Lock State,LOCKED
18-May-2023,09:34,Fechadura,SMARTLOCK,Lock State,UNLOCKED
18-May-2023,09:35,Fechadura,SMARTLOCK,Lock State,LOCKED
18-May-2023,09:36,Fechadura,SMARTLOCK,Lock State,UNLOCKED
18-May-2023,09:36,Fechadura,SMARTLOCK,Lock State,LOCKED
18-May-2023,09:37,Fechadura,SMARTLOCK,Lock State,UNLOCKED
18-May-2023,09:38,Fechadura,SMARTLOCK,Lock State,LOCKED
18-May-2023,09:43,Fechadura,SMARTLOCK,Lock State,UNLOCKED
18-May-2023,09:43,Fechadura,SMARTLOCK,Lock State,LOCKED
18-May-2023,09:43,Fechadura,SMARTLOCK,Lock State,UNLOCKED
18-May-2023,09:44,Fechadura,SMARTLOCK,Lock State,LOCKED
18-May-2023,09:45,Fechadura,SMARTLOCK,Lock State,UNLOCKED
18-May-2023,09:45,Fechadura,SMARTLOCK,Lock State,LOCKED
18-May-2023,09:50,Fechadura,SMARTLOCK,Lock State,UNLOCKED
18-May-2023,09:52,Fechadura,SMARTLOCK,Lock State,LOCKED
18-May-2023,10:01,Fechadura,SMARTLOCK,Lock State,UNLOCKED
18-May-2023,12:25,Fechadura,SMARTLOCK,Lock State,LOCKED
18-May-2023,13:09,Fechadura,SMARTLOCK,Lock State,UNLOCKED
18-May-2023,13:20,Fechadura,SMARTLOCK,Lock State,LOCKED
18-May-2023,13:36,Fechadura,SMARTLOCK,Lock State,UNLOCKED
18-May-2023,13:36,Fechadura,SMARTLOCK,Lock State,LOCKED
18-May-2023,13:36,Fechadura,SMARTLOCK,Lock State,UNLOCKED
18-May-2023,13:36,Fechadura,SMARTLOCK,Lock State,LOCKED
18-May-2023,13:37,Fechadura,SMARTLOCK,Lock State,UNLOCKED
18-May-2023,13:40,Fechadura,SMARTLOCK,Lock State,LOCKED
18-May-2023,13:41,Fechadura,SMARTLOCK,Lock State,UNLOCKED
18-May-2023,13:41,Fechadura,SMARTLOCK,Lock State,LOCKED
18-May-2023,13:43,Fechadura,SMARTLOCK,Lock State,UNLOCKED
18-May-2023,13:43,Fechadura,SMARTLOCK,Lock State,LOCKED
18-May-2023,13:45,Fechadura,SMARTLOCK,Lock State,UNLOCKED
18-May-2023,13:45,Fechadura,SMARTLOCK,Lock State,LOCKED
18-May-2023,14:46,Fechadura,SMARTLOCK,Lock State,LOCKED
18-May-2023,14:51,Fechadura,SMARTLOCK,Lock State,UNLOCKED
18-May-2023,14:51,Fechadura,SMARTLOCK,Lock State,LOCKED
18-May-2023,17:56,Fechadura,SMARTLOCK,Endpoint Health,UNREACHABLE
22-May-2023,15:44,Fechadura,SMARTLOCK,Endpoint Health,OK
22-May-2023,15:44,Fechadura,SMARTLOCK,Lock State,LOCKED
22-May-2023,16:30,Fechadura,SMARTLOCK,Lock State,UNLOCKED
22-May-2023,16:35,Fechadura,SMARTLOCK,Lock State,LOCKED
22-May-2023,17:01,Fechadura,SMARTLOCK,Lock State,UNLOCKED
22-May-2023,17:03,Fechadura,SMARTLOCK,Lock State,LOCKED
22-May-2023,17:09,Fechadura,SMARTLOCK,Endpoint Health,UNREACHABLE
22-May-2023,22:49,Fechadura,SMARTLOCK,Endpoint Health,OK
22-May-2023,22:49,Fechadura,SMARTLOCK,Lock State,LOCKED
23-May-2023,14:30,Fechadura,SMARTLOCK,Lock State,UNLOCKED
23-May-2023,14:30,Fechadura,SMARTLOCK,Lock State,LOCKED
23-May-2023,14:30,Fechadura,SMARTLOCK,Lock State,UNLOCKED
23-May-2023,14:30,Fechadura,SMARTLOCK,Lock State,LOCKED
23-May-2023,14:52,Fechadura,SMARTLOCK,Lock State,UNLOCKED
23-May-2023,14:54,Fechadura,SMARTLOCK,Lock State,LOCKED
23-May-2023,14:55,Fechadura,SMARTLOCK,Lock State,UNLOCKED
23-May-2023,14:55,Fechadura,SMARTLOCK,Lock State,LOCKED
23-May-2023,15:19,Unknown Device,Unknown,Endpoint Health,UNREACHABLE
23-May-2023,15:19,Unknown Device,Unknown,Endpoint Health,OK
23-May-2023,15:19,Unknown Device,Unknown,Power,OFF
23-May-2023,15:20,Unknown Device,Unknown,Power,ON
23-May-2023,15:20,Unknown Device,Unknown,Power,OFF
23-May-2023,15:20,Unknown Device,Unknown,Power,ON
23-May-2023,15:20,Unknown Device,Unknown,Power,OFF
23-May-2023,15:20,Unknown Device,Unknown,Power,ON
23-May-2023,15:20,Unknown Device,Unknown,Power,OFF
23-May-2023,15:20,Unknown Device,Unknown,Power,ON
23-May-2023,15:20,Unknown Device,Unknown,Power,OFF
23-May-2023,15:24,Unknown Device,Unknown,Power,ON
23-May-2023,15:27,Unknown Device,Unknown,Endpoint Health,OK
23-May-2023,15:27,Unknown Device,Unknown,Power,OFF
23-May-2023,15:27,Unknown Device,Unknown,Power,ON
23-May-2023,15:28,Unknown Device,Unknown,Endpoint Health,UNREACHABLE
23-May-2023,15:28,Unknown Device,Unknown,Endpoint Health,OK
23-May-2023,15:28,Unknown Device,Unknown,Power,OFF
23-May-2023,15:29,Unknown Device,Unknown,Power,ON
23-May-2023,15:31,Unknown Device,Unknown,Power,OFF
23-May-2023,15:32,Unknown Device,Unknown,Power,ON
23-May-2023,15:32,Unknown Device,Unknown,Power,OFF
23-May-2023,15:32,Unknown Device,Unknown,Endpoint Health,UNREACHABLE
23-May-2023,15:35,Unknown Device,Unknown,Endpoint Health,UNREACHABLE
23-May-2023,15:35,Unknown Device,Unknown,Endpoint Health,OK
23-May-2023,15:35,Unknown Device,Unknown,Power,ON
23-May-2023,15:49,Unknown Device,Unknown,Endpoint Health,OK
23-May-2023,15:49,Unknown Device,Unknown,Power,OFF
23-May-2023,15:49,Fechadura,SMARTLOCK,Endpoint Health,OK
23-May-2023,15:52,Unknown Device,Unknown,Endpoint Health,UNREACHABLE
23-May-2023,15:52,Tomada 3,SMARTPLUG,Endpoint Health,UNREACHABLE
23-May-2023,15:55,Unknown Device,Unknown,Endpoint Health,OK
23-May-2023,15:55,Fechadura,SMARTLOCK,Endpoint Health,OK
23-May-2023,15:56,Unknown Device,Unknown,Power,ON
23-May-2023,15:56,Unknown Device,Unknown,Power,OFF
23-May-2023,15:56,Unknown Device,Unknown,Power,ON
23-May-2023,15:56,Unknown Device,Unknown,Endpoint Health,OK
23-May-2023,15:56,Unknown Device,Unknown,Power,OFF
23-May-2023,15:56,Unknown Device,Unknown,Power,ON
23-May-2023,15:56,Tomada 3,SMARTPLUG,Endpoint Health,OK
23-May-2023,15:56,Tomada 3,SMARTPLUG,Power,OFF
23-May-2023,15:56,Tomada 3,SMARTPLUG,Power,ON
23-May-2023,15:58,Fechadura,SMARTLOCK,Lock State,UNLOCKED
23-May-2023,16:03,Fechadura,SMARTLOCK,Lock State,UNLOCKED
23-May-2023,16:03,Fechadura,SMARTLOCK,Lock State,LOCKED
23-May-2023,16:13,Fechadura,SMARTLOCK,Lock State,UNLOCKED
23-May-2023,16:33,Camera,CAMERA,Endpoint Health,UNREACHABLE
23-May-2023,16:35,Unknown Device,Unknown,Endpoint Health,UNREACHABLE
23-May-2023,16:35,Unknown Device,Unknown,Endpoint Health,OK
23-May-2023,16:46,Unknown Device,Unknown,Power,OFF
23-May-2023,16:46,Unknown Device,Unknown,Endpoint Health,OK
23-May-2023,16:46,Unknown Device,Unknown,Power,OFF
23-May-2023,16:47,Camera,CAMERA,Endpoint Health,UNREACHABLE
23-May-2023,16:47,Camera,CAMERA,Endpoint Health,OK
23-May-2023,16:47,Fechadura,SMARTLOCK,Endpoint Health,OK
23-May-2023,16:48,Camera,CAMERA,Toggle State,OFF
23-May-2023,16:49,Tomada 3,SMARTPLUG,Endpoint Health,UNREACHABLE
23-May-2023,16:49,Unknown Device,Unknown,Endpoint Health,UNREACHABLE
23-May-2023,16:50,Unknown Device,Unknown,Power,ON
23-May-2023,16:50,Unknown Device,Unknown,Endpoint Health,OK
23-May-2023,16:50,Unknown Device,Unknown,Power,OFF
23-May-2023,16:51,Unknown Device,Unknown,Endpoint Health,UNREACHABLE
23-May-2023,16:51,Fechadura,SMARTLOCK,Endpoint Health,OK
23-May-2023,16:51,Camera,CAMERA,Endpoint Health,OK
23-May-2023,16:54,Unknown Device,Unknown,Endpoint Health,UNREACHABLE
23-May-2023,16:59,Unknown Device,Unknown,Endpoint Health,OK
23-May-2023,17:00,Unknown Device,Unknown,Endpoint Health,OK
23-May-2023,17:00,Unknown Device,Unknown,Power,ON
23-May-2023,17:01,Unknown Device,Unknown,Power,OFF
23-May-2023,17:01,Unknown Device,Unknown,Endpoint Health,UNREACHABLE
23-May-2023,17:01,Unknown Device,Unknown,Endpoint Health,OK
23-May-2023,17:02,Unknown Device,Unknown,Power,ON
23-May-2023,17:02,Unknown Device,Unknown,Endpoint Health,UNREACHABLE
23-May-2023,17:02,Unknown Device,Unknown,Endpoint Health,OK
23-May-2023,17:02,Unknown Device,Unknown,Power,ON
23-May-2023,17:08,Tomada 2,SMARTPLUG,Endpoint Health,UNREACHABLE
23-May-2023,17:08,Fechadura,SMARTLOCK,Lock State,LOCKED
23-May-2023,17:08,Tomada 2,SMARTPLUG,Endpoint Health,OK
23-May-2023,17:14,Tomada 3,SMARTPLUG,Endpoint Health,OK
23-May-2023,17:14,Tomada 3,SMARTPLUG,Power,OFF
23-May-2023,17:14,Tomada 3,SMARTPLUG,Power,ON
23-May-2023,17:17,Tomada 1,SMARTPLUG,Endpoint Health,UNREACHABLE
23-May-2023,17:17,Tomada 1,SMARTPLUG,Endpoint Health,OK
23-May-2023,17:41,Filtro de Linha,SMARTPLUG,Endpoint Health,UNREACHABLE
23-May-2023,17:41,Tomada 3,SMARTPLUG,Endpoint Health,UNREACHABLE
23-May-2023,17:41,Filtro de Linha,SMARTPLUG,Endpoint Health,OK
23-May-2023,17:41,Tomada 3,SMARTPLUG,Endpoint Health,OK
23-May-2023,17:46,Tomada 3,SMARTPLUG,Endpoint Health,UNREACHABLE
23-May-2023,17:46,Tomada 3,SMARTPLUG,Endpoint Health,OK
23-May-2023,17:51,Fechadura,SMARTLOCK,Lock State,UNLOCKED
23-May-2023,17:54,Fechadura,SMARTLOCK,Endpoint Health,OK
23-May-2023,04:00 PM - 06:00 PM,Camera,CAMERA,Motion Detection,23
23-May-2023,17:57,Fechadura,SMARTLOCK,Lock State,LOCKED
23-May-2023,17:58,Filtro de Linha,SMARTPLUG,Endpoint Health,UNREACHABLE
23-May-2023,17:58,Filtro de Linha,SMARTPLUG,Endpoint Health,OK
23-May-2023,18:06,Tomada 2,SMARTPLUG,Endpoint Health,UNREACHABLE
23-May-2023,18:06,Tomada 2,SMARTPLUG,Endpoint Health,OK
23-May-2023,18:13,Filtro de Linha,SMARTPLUG,Endpoint Health,UNREACHABLE
23-May-2023,18:13,Filtro de Linha,SMARTPLUG,Endpoint Health,OK
23-May-2023,18:29,Filtro de Linha,SMARTPLUG,Endpoint Health,UNREACHABLE
23-May-2023,18:29,Filtro de Linha,SMARTPLUG,Endpoint Health,OK
23-May-2023,18:31,Filtro de Linha,SMARTPLUG,Endpoint Health,OK
23-May-2023,18:43,Filtro de Linha,SMARTPLUG,Endpoint Health,UNREACHABLE
23-May-2023,18:43,Filtro de Linha,SMARTPLUG,Endpoint Health,OK
23-May-2023,19:32,Tomada 2,SMARTPLUG,Endpoint Health,UNREACHABLE
23-May-2023,19:32,Tomada 2,SMARTPLUG,Endpoint Health,OK
23-May-2023,19:58,Tomada 1,SMARTPLUG,Endpoint Health,UNREACHABLE
23-May-2023,19:58,Tomada 1,SMARTPLUG,Endpoint Health,OK
23-May-2023,21:19,Fechadura,SMARTLOCK,Lock State,LOCKED
23-May-2023,22:27,Filtro de Linha,SMARTPLUG,Endpoint Health,UNREACHABLE
23-May-2023,22:27,Filtro de Linha,SMARTPLUG,Endpoint Health,OK
23-May-2023,22:33,Tomada 1,SMARTPLUG,Endpoint Health,UNREACHABLE
23-May-2023,22:34,Tomada 1,SMARTPLUG,Endpoint Health,OK
23-May-2023,22:38,Tomada 1,SMARTPLUG,Endpoint Health,UNREACHABLE
23-May-2023,22:38,Tomada 1,SMARTPLUG,Endpoint Health,OK
23-May-2023,23:12,Tomada 1,SMARTPLUG,Endpoint Health,UNREACHABLE
23-May-2023,23:12,Tomada 1,SMARTPLUG,Endpoint Health,OK
23-May-2023,23:15,Filtro de Linha,SMARTPLUG,Endpoint Health,UNREACHABLE
23-May-2023,23:15,Filtro de Linha,SMARTPLUG,Endpoint Health,OK
23-May-2023,23:58,Filtro de Linha,SMARTPLUG,Endpoint Health,UNREACHABLE
23-May-2023,23:58,Filtro de Linha,SMARTPLUG,Endpoint Health,OK
24-May-2023,00:54,Tomada 1,SMARTPLUG,Endpoint Health,UNREACHABLE
24-May-2023,00:54,Tomada 1,SMARTPLUG,Endpoint Health,OK
24-May-2023,03:38,Tomada 1,SMARTPLUG,Endpoint Health,UNREACHABLE
24-May-2023,03:38,Tomada 1,SMARTPLUG,Endpoint Health,OK
24-May-2023,04:11,Tomada 1,SMARTPLUG,Endpoint Health,UNREACHABLE
24-May-2023,04:12,Tomada 1,SMARTPLUG,Endpoint Health,OK
24-May-2023,06:28,Tomada 1,SMARTPLUG,Endpoint Health,UNREACHABLE
24-May-2023,06:28,Tomada 1,SMARTPLUG,Endpoint Health,OK
24-May-2023,07:23,Tomada 1,SMARTPLUG,Endpoint Health,UNREACHABLE
24-May-2023,07:23,Tomada 1,SMARTPLUG,Endpoint Health,OK
24-May-2023,07:31,Filtro de Linha,SMARTPLUG,Endpoint Health,OK
24-May-2023,08:25,Filtro de Linha,SMARTPLUG,Endpoint Health,UNREACHABLE
24-May-2023,08:25,Filtro de Linha,SMARTPLUG,Endpoint Health,OK
24-May-2023,08:31,Filtro de Linha,SMARTPLUG,Endpoint Health,OK
24-May-2023,08:55,Tomada 1,SMARTPLUG,Endpoint Health,UNREACHABLE
24-May-2023,08:56,Tomada 1,SMARTPLUG,Endpoint Health,OK
24-May-2023,09:14,Tomada 1,SMARTPLUG,Endpoint Health,UNREACHABLE
24-May-2023,09:14,Tomada 1,SMARTPLUG,Endpoint Health,OK
24-May-2023,09:25,Filtro de Linha,SMARTPLUG,Endpoint Health,UNREACHABLE
24-May-2023,09:25,Filtro de Linha,SMARTPLUG,Endpoint Health,OK
24-May-2023,09:39,Tomada 1,SMARTPLUG,Endpoint Health,UNREACHABLE
24-May-2023,09:39,Tomada 1,SMARTPLUG,Endpoint Health,OK
24-May-2023,09:42,Tomada 1,SMARTPLUG,Endpoint Health,UNREACHABLE
24-May-2023,09:43,Tomada 1,SMARTPLUG,Endpoint Health,OK
